Date,AAPL.Open,AAPL.High,Max,Min
2/7/2016,HPN,Westchester Cty,29,13
2/9/2016,HPN,Westchester Cty,40,20
2/11/2016,HPN,Westchester Cty,32,3
2/13/2016,HPN,Westchester Cty,44,12
2/15/2016,HPN,Westchester Cty,44,14
2/17/2016,HPN,Westchester Cty,35,14
2/19/2016,HPN,Westchester Cty,29,16
2/21/2016,HPN,Westchester Cty,45,19
2/23/2016,HPN,Westchester Cty,29,3
2/25/2016,HPN,Westchester Cty,41,10
2/27/2016,HPN,Westchester Cty,34,3
2/29/2016,HPN,Westchester Cty,44,20
1/1/2016,MRY,Monterey Peninsula,40,5
1/3/2016,MRY,Monterey Peninsula,30,11
1/5/2016,MRY,Monterey Peninsula,41,13
1/7/2016,MRY,Monterey Peninsula,43,15
1/9/2016,MRY,Monterey Peninsula,38,10
1/11/2016,MRY,Monterey Peninsula,35,19
1/13/2016,MRY,Monterey Peninsula,27,12
1/15/2016,MRY,Monterey Peninsula,46,16
1/17/2016,MRY,Monterey Peninsula,31,10
1/19/2016,MRY,Monterey Peninsula,45,17
1/21/2016,MRY,Monterey Peninsula,32,14
1/23/2016,MRY,Monterey Peninsula,48,14
1/25/2016,MRY,Monterey Peninsula,33,16
1/27/2016,MRY,Monterey Peninsula,41,14
1/29/2016,MRY,Monterey Peninsula,25,9
2/1/2016,MRY,Monterey Peninsula,44,13
2/3/2016,MRY,Monterey Peninsula,36,13
2/5/2016,MRY,Monterey Peninsula,42,13
2/7/2016,MRY,Monterey Peninsula,31,8
2/9/2016,MRY,Monterey Peninsula,27,16
2/11/2016,MRY,Monterey Peninsula,43,13
2/13/2016,MRY,Monterey Peninsula,30,15
2/15/2016,MRY,Monterey Peninsula,35,14
2/17/2016,MRY,Monterey Peninsula,36,12
2/19/2016,MRY,Monterey Peninsula,36,10
2/21/2016,MRY,Monterey Peninsula,38,18
2/23/2016,MRY,Monterey Peninsula,36,6
2/25/2016,MRY,Monterey Peninsula,45,14
2/27/2016,MRY,Monterey Peninsula,36,16
2/29/2016,MRY,Monterey Peninsula,32,11
1/1/2016,GRR,Kent County International,41,18
1/3/2016,GRR,Kent County International,37,15
1/5/2016,GRR,Kent County International,34,12
1/7/2016,GRR,Kent County International,37,14
1/9/2016,GRR,Kent County International,28,6
1/11/2016,GRR,Kent County International,48,13
1/13/2016,GRR,Kent County International,31,12
1/15/2016,GRR,Kent County International,35,10
1/17/2016,GRR,Kent County International,35,14
1/19/2016,GRR,Kent County International,41,16
1/21/2016,GRR,Kent County International,43,13
1/23/2016,GRR,Kent County International,48,10
1/25/2016,GRR,Kent County International,34,16
1/27/2016,GRR,Kent County International,35,13
1/29/2016,GRR,Kent County International,38,14
2/1/2016,GRR,Kent County International,50,13
2/3/2016,GRR,Kent County International,44,5
2/5/2016,GRR,Kent County International,37,11
2/7/2016,GRR,Kent County International,33,9
2/9/2016,GRR,Kent County International,46,12
2/11/2016,GRR,Kent County International,34,10
2/13/2016,GRR,Kent County International,29,16
2/15/2016,GRR,Kent County International,31,13
2/17/2016,GRR,Kent County International,50,14
2/19/2016,GRR,Kent County International,35,8
2/21/2016,GRR,Kent County International,41,11
2/23/2016,GRR,Kent County International,34,12
2/25/2016,GRR,Kent County International,43,10
2/27/2016,GRR,Kent County International,33,14
2/29/2016,GRR,Kent County International,33,13
1/1/2016,ECP,Florida Beach,35,16
1/3/2016,ECP,Florida Beach,49,17
1/5/2016,ECP,Florida Beach,41,8
1/7/2016,ECP,Florida Beach,41,12
1/9/2016,ECP,Florida Beach,45,9
1/11/2016,ECP,Florida Beach,35,16
1/13/2016,ECP,Florida Beach,31,1
1/15/2016,ECP,Florida Beach,47,10
1/17/2016,ECP,Florida Beach,34,3
1/19/2016,ECP,Florida Beach,40,18
1/21/2016,ECP,Florida Beach,45,16
1/23/2016,ECP,Florida Beach,41,12
1/25/2016,ECP,Florida Beach,33,3
1/27/2016,ECP,Florida Beach,38,16
1/29/2016,ECP,Florida Beach,34,8
2/1/2016,ECP,Florida Beach,38,11
2/3/2016,ECP,Florida Beach,37,11
2/5/2016,ECP,Florida Beach,43,13
2/7/2016,ECP,Florida Beach,31,17
2/9/2016,ECP,Florida Beach,36,18
2/11/2016,ECP,Florida Beach,33,10
2/13/2016,ECP,Florida Beach,27,10
2/15/2016,ECP,Florida Beach,35,14
2/17/2016,ECP,Florida Beach,44,10
2/19/2016,ECP,Florida Beach,30,15
2/21/2016,ECP,Florida Beach,44,16
2/23/2016,ECP,Florida Beach,35,4
2/25/2016,ECP,Florida Beach,45,16
2/27/2016,ECP,Florida Beach,33,16
2/29/2016,ECP,Florida Beach,38,16
1/1/2016,YUM,Yuma MCAS-Yuma International,33,17
1/3/2016,YUM,Yuma MCAS-Yuma International,41,14
1/5/2016,YUM,Yuma MCAS-Yuma International,43,11
1/7/2016,YUM,Yuma MCAS-Yuma International,43,10
1/9/2016,YUM,Yuma MCAS-Yuma International,37,9
1/11/2016,YUM,Yuma MCAS-Yuma International,46,12
1/13/2016,YUM,Yuma MCAS-Yuma International,32,14
1/15/2016,YUM,Yuma MCAS-Yuma International,46,20
1/17/2016,YUM,Yuma MCAS-Yuma International,29,3
1/19/2016,YUM,Yuma MCAS-Yuma International,32,17
1/21/2016,YUM,Yuma MCAS-Yuma International,31,9
1/23/2016,YUM,Yuma MCAS-Yuma International,32,13
1/25/2016,YUM,Yuma MCAS-Yuma International,42,13
1/27/2016,YUM,Yuma MCAS-Yuma International,44,17
1/29/2016,YUM,Yuma MCAS-Yuma International,27,9
2/1/2016,YUM,Yuma MCAS-Yuma International,44,10
2/3/2016,YUM,Yuma MCAS-Yuma International,34,4
2/5/2016,YUM,Yuma MCAS-Yuma International,47,11
2/7/2016,YUM,Yuma MCAS-Yuma International,29,12
2/9/2016,YUM,Yuma MCAS-Yuma International,38,11
2/11/2016,YUM,Yuma MCAS-Yuma International,34,7
2/13/2016,YUM,Yuma MCAS-Yuma International,33,13
2/15/2016,YUM,Yuma MCAS-Yuma International,34,10
2/17/2016,YUM,Yuma MCAS-Yuma International,44,11
2/19/2016,YUM,Yuma MCAS-Yuma International,31,16
2/21/2016,YUM,Yuma MCAS-Yuma International,45,14
2/23/2016,YUM,Yuma MCAS-Yuma International,37,8
2/25/2016,YUM,Yuma MCAS-Yuma International,50,16
2/27/2016,YUM,Yuma MCAS-Yuma International,27,6
2/29/2016,YUM,Yuma MCAS-Yuma International,36,14
1/1/2016,ASE,Aspen-Pitkin Co/Sardy ,36,3
1/3/2016,ASE,Aspen-Pitkin Co/Sardy ,44,16
1/5/2016,ASE,Aspen-Pitkin Co/Sardy ,35,14
1/7/2016,ASE,Aspen-Pitkin Co/Sardy ,32,14
1/9/2016,ASE,Aspen-Pitkin Co/Sardy ,45,5
1/11/2016,ASE,Aspen-Pitkin Co/Sardy ,24,18
1/13/2016,ASE,Aspen-Pitkin Co/Sardy ,32,8
1/15/2016,ASE,Aspen-Pitkin Co/Sardy ,27,18
1/17/2016,ASE,Aspen-Pitkin Co/Sardy ,35,2
1/19/2016,ASE,Aspen-Pitkin Co/Sardy ,33,15
1/21/2016,ASE,Aspen-Pitkin Co/Sardy ,38,13
1/23/2016,ASE,Aspen-Pitkin Co/Sardy ,34,18
1/25/2016,ASE,Aspen-Pitkin Co/Sardy ,32,4
1/27/2016,ASE,Aspen-Pitkin Co/Sardy ,31,13
1/29/2016,ASE,Aspen-Pitkin Co/Sardy ,31,4
2/1/2016,ASE,Aspen-Pitkin Co/Sardy ,39,15
2/3/2016,ASE,Aspen-Pitkin Co/Sardy ,27,4
2/5/2016,ASE,Aspen-Pitkin Co/Sardy ,45,19
2/7/2016,ASE,Aspen-Pitkin Co/Sardy ,30,2
2/9/2016,ASE,Aspen-Pitkin Co/Sardy ,34,11
2/11/2016,ASE,Aspen-Pitkin Co/Sardy ,35,13
2/13/2016,ASE,Aspen-Pitkin Co/Sardy ,39,11
2/15/2016,ASE,Aspen-Pitkin Co/Sardy ,34,7
2/17/2016,ASE,Aspen-Pitkin Co/Sardy ,24,19
2/19/2016,ASE,Aspen-Pitkin Co/Sardy ,33,5
2/21/2016,ASE,Aspen-Pitkin Co/Sardy ,38,17
2/23/2016,ASE,Aspen-Pitkin Co/Sardy ,34,6
2/25/2016,ASE,Aspen-Pitkin Co/Sardy ,30,17
2/27/2016,ASE,Aspen-Pitkin Co/Sardy ,31,15
2/29/2016,ASE,Aspen-Pitkin Co/Sardy ,45,18
1/1/2016,TLH,Tallahassee Regional,32,11
1/3/2016,TLH,Tallahassee Regional,42,11
1/5/2016,TLH,Tallahassee Regional,31,14
1/7/2016,TLH,Tallahassee Regional,50,15
1/9/2016,TLH,Tallahassee Regional,31,1
1/11/2016,TLH,Tallahassee Regional,41,20
1/13/2016,TLH,Tallahassee Regional,33,5
1/15/2016,TLH,Tallahassee Regional,40,11
1/17/2016,TLH,Tallahassee Regional,41,6
1/19/2016,TLH,Tallahassee Regional,41,12
1/21/2016,TLH,Tallahassee Regional,34,3
1/23/2016,TLH,Tallahassee Regional,48,15
1/25/2016,TLH,Tallahassee Regional,35,16
1/27/2016,TLH,Tallahassee Regional,47,16
1/29/2016,TLH,Tallahassee Regional,30,11
2/1/2016,TLH,Tallahassee Regional,35,16
2/3/2016,TLH,Tallahassee Regional,31,5
2/5/2016,TLH,Tallahassee Regional,27,19
2/7/2016,TLH,Tallahassee Regional,43,6
2/9/2016,TLH,Tallahassee Regional,42,17
2/11/2016,TLH,Tallahassee Regional,29,10
2/13/2016,TLH,Tallahassee Regional,37,15
2/15/2016,TLH,Tallahassee Regional,34,15
2/17/2016,TLH,Tallahassee Regional,45,12
2/19/2016,TLH,Tallahassee Regional,32,8
2/21/2016,TLH,Tallahassee Regional,48,11
2/23/2016,TLH,Tallahassee Regional,31,15
2/25/2016,TLH,Tallahassee Regional,38,11
2/27/2016,TLH,Tallahassee Regional,43,13
2/29/2016,TLH,Tallahassee Regional,41,10
1/1/2016,GPT,Gulfport-Biloxi Regional,35,6
1/3/2016,GPT,Gulfport-Biloxi Regional,37,13
1/5/2016,GPT,Gulfport-Biloxi Regional,31,6
1/7/2016,GPT,Gulfport-Biloxi Regional,44,17
1/9/2016,GPT,Gulfport-Biloxi Regional,41,10
1/11/2016,GPT,Gulfport-Biloxi Regional,37,16
1/13/2016,GPT,Gulfport-Biloxi Regional,34,1
1/15/2016,GPT,Gulfport-Biloxi Regional,28,15
1/17/2016,GPT,Gulfport-Biloxi Regional,34,8
1/19/2016,GPT,Gulfport-Biloxi Regional,41,15
1/21/2016,GPT,Gulfport-Biloxi Regional,36,2
1/23/2016,GPT,Gulfport-Biloxi Regional,34,19
1/25/2016,GPT,Gulfport-Biloxi Regional,33,9
1/27/2016,GPT,Gulfport-Biloxi Regional,34,12
1/29/2016,GPT,Gulfport-Biloxi Regional,39,8
2/1/2016,GPT,Gulfport-Biloxi Regional,31,12
2/3/2016,GPT,Gulfport-Biloxi Regional,32,1
2/5/2016,GPT,Gulfport-Biloxi Regional,41,16
2/7/2016,GPT,Gulfport-Biloxi Regional,32,15
2/9/2016,GPT,Gulfport-Biloxi Regional,31,19
2/11/2016,GPT,Gulfport-Biloxi Regional,32,10
2/13/2016,GPT,Gulfport-Biloxi Regional,41,10
2/15/2016,GPT,Gulfport-Biloxi Regional,32,13
2/17/2016,GPT,Gulfport-Biloxi Regional,28,15
2/19/2016,GPT,Gulfport-Biloxi Regional,35,14
2/21/2016,GPT,Gulfport-Biloxi Regional,44,10
2/23/2016,GPT,Gulfport-Biloxi Regional,29,7
2/25/2016,GPT,Gulfport-Biloxi Regional,40,11
2/27/2016,GPT,Gulfport-Biloxi Regional,34,11
2/29/2016,GPT,Gulfport-Biloxi Regional,50,10
1/1/2016,RAP,Rapid City Regional,39,6
1/3/2016,RAP,Rapid City Regional,38,13
1/5/2016,RAP,Rapid City Regional,31,1
1/7/2016,RAP,Rapid City Regional,31,10
1/9/2016,RAP,Rapid City Regional,26,1
1/11/2016,RAP,Rapid City Regional,41,20
1/13/2016,RAP,Rapid City Regional,30,1
1/15/2016,RAP,Rapid City Regional,42,14
1/17/2016,RAP,Rapid City Regional,33,11
1/19/2016,RAP,Rapid City Regional,49,20
1/21/2016,RAP,Rapid City Regional,32,2
1/23/2016,RAP,Rapid City Regional,49,19
1/25/2016,RAP,Rapid City Regional,42,9
1/27/2016,RAP,Rapid City Regional,36,10
1/29/2016,RAP,Rapid City Regional,43,17
2/1/2016,RAP,Rapid City Regional,49,10
2/3/2016,RAP,Rapid City Regional,42,3
2/5/2016,RAP,Rapid City Regional,46,11
2/7/2016,RAP,Rapid City Regional,32,3
2/9/2016,RAP,Rapid City Regional,48,12
2/11/2016,RAP,Rapid City Regional,41,13
2/13/2016,RAP,Rapid City Regional,39,20
2/15/2016,RAP,Rapid City Regional,38,11
2/17/2016,RAP,Rapid City Regional,44,14
2/19/2016,RAP,Rapid City Regional,35,19
2/21/2016,RAP,Rapid City Regional,44,13
2/23/2016,RAP,Rapid City Regional,29,11
2/25/2016,RAP,Rapid City Regional,37,13
2/27/2016,RAP,Rapid City Regional,40,5
2/29/2016,RAP,Rapid City Regional,34,11
1/1/2016,LGB,Long Beach (Daugherty ),34,9
1/3/2016,LGB,Long Beach (Daugherty ),38,14
1/5/2016,LGB,Long Beach (Daugherty ),32,10
1/7/2016,LGB,Long Beach (Daugherty ),45,12
1/9/2016,LGB,Long Beach (Daugherty ),45,11
1/11/2016,LGB,Long Beach (Daugherty ),29,17
1/13/2016,LGB,Long Beach (Daugherty ),35,13
1/15/2016,LGB,Long Beach (Daugherty ),43,19
1/17/2016,LGB,Long Beach (Daugherty ),37,14
1/19/2016,LGB,Long Beach (Daugherty ),26,10
1/21/2016,LGB,Long Beach (Daugherty ),41,10
1/23/2016,LGB,Long Beach (Daugherty ),25,12
1/25/2016,LGB,Long Beach (Daugherty ),34,10
1/27/2016,LGB,Long Beach (Daugherty ),36,10
1/29/2016,LGB,Long Beach (Daugherty ),35,16
2/1/2016,LGB,Long Beach (Daugherty ),44,11
2/3/2016,LGB,Long Beach (Daugherty ),44,10
2/5/2016,LGB,Long Beach (Daugherty ),33,18
2/7/2016,LGB,Long Beach (Daugherty ),32,15
2/9/2016,LGB,Long Beach (Daugherty ),27,11
2/11/2016,LGB,Long Beach (Daugherty ),40,15
2/13/2016,LGB,Long Beach (Daugherty ),45,12
2/15/2016,LGB,Long Beach (Daugherty ),29,3
2/17/2016,LGB,Long Beach (Daugherty ),41,14
2/19/2016,LGB,Long Beach (Daugherty ),41,19
2/21/2016,LGB,Long Beach (Daugherty ),37,13
2/23/2016,LGB,Long Beach (Daugherty ),42,17
2/25/2016,LGB,Long Beach (Daugherty ),44,14
2/27/2016,LGB,Long Beach (Daugherty ),30,15
2/29/2016,LGB,Long Beach (Daugherty ),40,11
1/1/2016,ILM,Wilmington International,29,10
1/3/2016,ILM,Wilmington International,39,16
1/5/2016,ILM,Wilmington International,32,3
1/7/2016,ILM,Wilmington International,42,15
1/9/2016,ILM,Wilmington International,42,18
1/11/2016,ILM,Wilmington International,31,17
1/13/2016,ILM,Wilmington International,31,19
1/15/2016,ILM,Wilmington International,37,13
1/17/2016,ILM,Wilmington International,34,8
1/19/2016,ILM,Wilmington International,29,12
1/21/2016,ILM,Wilmington International,32,1
1/23/2016,ILM,Wilmington International,35,10
1/25/2016,ILM,Wilmington International,31,13
1/27/2016,ILM,Wilmington International,50,11
1/29/2016,ILM,Wilmington International,35,1
2/1/2016,ILM,Wilmington International,40,16
2/3/2016,ILM,Wilmington International,36,10
2/5/2016,ILM,Wilmington International,32,13
2/7/2016,ILM,Wilmington International,27,13
2/9/2016,ILM,Wilmington International,35,15
2/11/2016,ILM,Wilmington International,30,1
2/13/2016,ILM,Wilmington International,32,20
2/15/2016,ILM,Wilmington International,37,5
2/17/2016,ILM,Wilmington International,37,15
2/19/2016,ILM,Wilmington International,35,17
2/21/2016,ILM,Wilmington International,23,11
2/23/2016,ILM,Wilmington International,28,6
2/25/2016,ILM,Wilmington International,30,12
2/27/2016,ILM,Wilmington International,44,6
2/29/2016,ILM,Wilmington International,47,19
1/1/2016,LEX,Blue Grass ,44,12
1/3/2016,LEX,Blue Grass ,45,10
1/5/2016,LEX,Blue Grass ,26,5
1/7/2016,LEX,Blue Grass ,28,19
1/9/2016,LEX,Blue Grass ,29,6
1/11/2016,LEX,Blue Grass ,41,14
1/13/2016,LEX,Blue Grass ,34,5
1/15/2016,LEX,Blue Grass ,35,13
1/17/2016,LEX,Blue Grass ,34,8
1/19/2016,LEX,Blue Grass ,39,19
1/21/2016,LEX,Blue Grass ,26,16
1/23/2016,LEX,Blue Grass ,49,17
1/25/2016,LEX,Blue Grass ,44,16
1/27/2016,LEX,Blue Grass ,42,13
1/29/2016,LEX,Blue Grass ,29,18
2/1/2016,LEX,Blue Grass ,35,11
2/3/2016,LEX,Blue Grass ,44,14
2/5/2016,LEX,Blue Grass ,38,18
2/7/2016,LEX,Blue Grass ,40,13
2/9/2016,LEX,Blue Grass ,41,19
2/11/2016,LEX,Blue Grass ,30,18
2/13/2016,LEX,Blue Grass ,45,14
2/15/2016,LEX,Blue Grass ,27,4
2/17/2016,LEX,Blue Grass ,39,16
2/19/2016,LEX,Blue Grass ,30,11
2/21/2016,LEX,Blue Grass ,32,15
2/23/2016,LEX,Blue Grass ,33,18
2/25/2016,LEX,Blue Grass ,33,15
2/27/2016,LEX,Blue Grass ,31,12
2/29/2016,LEX,Blue Grass ,46,10
1/1/2016,MSN,Dane County Regional,30,10
1/3/2016,MSN,Dane County Regional,48,13
1/5/2016,MSN,Dane County Regional,43,4
1/7/2016,MSN,Dane County Regional,41,16
1/9/2016,MSN,Dane County Regional,28,5
1/11/2016,MSN,Dane County Regional,34,16
1/13/2016,MSN,Dane County Regional,38,5
1/15/2016,MSN,Dane County Regional,23,19
1/17/2016,MSN,Dane County Regional,30,5
1/19/2016,MSN,Dane County Regional,42,10
1/21/2016,MSN,Dane County Regional,29,18
1/23/2016,MSN,Dane County Regional,35,11
1/25/2016,MSN,Dane County Regional,39,12
1/27/2016,MSN,Dane County Regional,33,12
1/29/2016,MSN,Dane County Regional,25,7
2/1/2016,MSN,Dane County Regional,44,15
2/3/2016,MSN,Dane County Regional,31,8
2/5/2016,MSN,Dane County Regional,39,18
2/7/2016,MSN,Dane County Regional,34,15
2/9/2016,MSN,Dane County Regional,50,15
2/11/2016,MSN,Dane County Regional,35,1
2/13/2016,MSN,Dane County Regional,50,14
2/15/2016,MSN,Dane County Regional,40,1
2/17/2016,MSN,Dane County Regional,45,10
2/19/2016,MSN,Dane County Regional,32,18
2/21/2016,MSN,Dane County Regional,48,10
2/23/2016,MSN,Dane County Regional,31,13
2/25/2016,MSN,Dane County Regional,31,16
2/27/2016,MSN,Dane County Regional,33,6
2/29/2016,MSN,Dane County Regional,45,13
1/1/2016,EUG,Mahlon Sweet ,28,1
1/3/2016,EUG,Mahlon Sweet ,35,14
1/5/2016,EUG,Mahlon Sweet ,29,16
1/7/2016,EUG,Mahlon Sweet ,27,18
1/9/2016,EUG,Mahlon Sweet ,35,14
1/11/2016,EUG,Mahlon Sweet ,39,12
1/13/2016,EUG,Mahlon Sweet ,43,12
1/15/2016,EUG,Mahlon Sweet ,48,13
1/17/2016,EUG,Mahlon Sweet ,30,10
1/19/2016,EUG,Mahlon Sweet ,41,18
1/21/2016,EUG,Mahlon Sweet ,34,2
1/23/2016,EUG,Mahlon Sweet ,50,19
1/25/2016,EUG,Mahlon Sweet ,29,8
1/27/2016,EUG,Mahlon Sweet ,45,15
1/29/2016,EUG,Mahlon Sweet ,37,5
2/1/2016,EUG,Mahlon Sweet ,44,12
2/3/2016,EUG,Mahlon Sweet ,27,12
2/5/2016,EUG,Mahlon Sweet ,36,11
2/7/2016,EUG,Mahlon Sweet ,32,6
2/9/2016,EUG,Mahlon Sweet ,38,16
2/11/2016,EUG,Mahlon Sweet ,29,11
2/13/2016,EUG,Mahlon Sweet ,42,15
2/15/2016,EUG,Mahlon Sweet ,34,15
2/17/2016,EUG,Mahlon Sweet ,40,19
2/19/2016,EUG,Mahlon Sweet ,37,19
2/21/2016,EUG,Mahlon Sweet ,32,18
2/23/2016,EUG,Mahlon Sweet ,44,12
2/25/2016,EUG,Mahlon Sweet ,33,13
2/27/2016,EUG,Mahlon Sweet ,37,10
2/29/2016,EUG,Mahlon Sweet ,36,11
1/1/2016,SAV,Savannah International,41,19
1/3/2016,SAV,Savannah International,32,18
1/5/2016,SAV,Savannah International,25,18
1/7/2016,SAV,Savannah International,31,18
1/9/2016,SAV,Savannah International,41,12
1/11/2016,SAV,Savannah International,50,14
1/13/2016,SAV,Savannah International,30,1
1/15/2016,SAV,Savannah International,37,11
1/17/2016,SAV,Savannah International,45,4
1/19/2016,SAV,Savannah International,49,18
1/21/2016,SAV,Savannah International,40,20
1/23/2016,SAV,Savannah International,40,16
1/25/2016,SAV,Savannah International,31,9
1/27/2016,SAV,Savannah International,27,13
1/29/2016,SAV,Savannah International,26,9
2/1/2016,SAV,Savannah International,33,11
2/3/2016,SAV,Savannah International,28,2
2/5/2016,SAV,Savannah International,45,14
2/7/2016,SAV,Savannah International,32,12
2/9/2016,SAV,Savannah International,35,12
2/11/2016,SAV,Savannah International,42,6
2/13/2016,SAV,Savannah International,42,11
2/15/2016,SAV,Savannah International,44,15
2/17/2016,SAV,Savannah International,33,11
2/19/2016,SAV,Savannah International,39,12
2/21/2016,SAV,Savannah International,44,10
2/23/2016,SAV,Savannah International,43,10
2/25/2016,SAV,Savannah International,29,20
2/27/2016,SAV,Savannah International,28,2
2/29/2016,SAV,Savannah International,45,15
1/1/2016,LBB,Lubbock International,33,19
1/3/2016,LBB,Lubbock International,42,10
1/5/2016,LBB,Lubbock International,42,11
1/7/2016,LBB,Lubbock International,49,14
1/9/2016,LBB,Lubbock International,37,9
1/11/2016,LBB,Lubbock International,41,16
1/13/2016,LBB,Lubbock International,33,1
1/15/2016,LBB,Lubbock International,46,12
1/17/2016,LBB,Lubbock International,35,2
1/19/2016,LBB,Lubbock International,35,18
1/21/2016,LBB,Lubbock International,36,11
1/23/2016,LBB,Lubbock International,48,20
1/25/2016,LBB,Lubbock International,31,14
1/27/2016,LBB,Lubbock International,44,12
1/29/2016,LBB,Lubbock International,30,11
2/1/2016,LBB,Lubbock International,30,14
2/3/2016,LBB,Lubbock International,39,4
2/5/2016,LBB,Lubbock International,30,17
2/7/2016,LBB,Lubbock International,41,7
2/9/2016,LBB,Lubbock International,39,12
2/11/2016,LBB,Lubbock International,39,11
2/13/2016,LBB,Lubbock International,35,17
2/15/2016,LBB,Lubbock International,26,7
2/17/2016,LBB,Lubbock International,41,10
2/19/2016,LBB,Lubbock International,34,7
2/21/2016,LBB,Lubbock International,48,18
2/23/2016,LBB,Lubbock International,45,12
2/25/2016,LBB,Lubbock International,28,14
2/27/2016,LBB,Lubbock International,37,8
2/29/2016,LBB,Lubbock International,30,10
1/1/2016,CID,Eastern Iowa ,29,11
1/3/2016,CID,Eastern Iowa ,32,10
1/5/2016,CID,Eastern Iowa ,30,10
1/7/2016,CID,Eastern Iowa ,45,20
1/9/2016,CID,Eastern Iowa ,40,9
1/11/2016,CID,Eastern Iowa ,45,20
1/13/2016,CID,Eastern Iowa ,38,9
1/15/2016,CID,Eastern Iowa ,39,16
1/17/2016,CID,Eastern Iowa ,31,1
1/19/2016,CID,Eastern Iowa ,35,16
1/21/2016,CID,Eastern Iowa ,35,1
1/23/2016,CID,Eastern Iowa ,30,14
1/25/2016,CID,Eastern Iowa ,25,10
1/27/2016,CID,Eastern Iowa ,34,10
1/29/2016,CID,Eastern Iowa ,28,5
2/1/2016,CID,Eastern Iowa ,47,10
2/3/2016,CID,Eastern Iowa ,41,6
2/5/2016,CID,Eastern Iowa ,35,11
2/7/2016,CID,Eastern Iowa ,35,6
2/9/2016,CID,Eastern Iowa ,49,13
2/11/2016,CID,Eastern Iowa ,35,14
2/13/2016,CID,Eastern Iowa ,32,13
2/15/2016,CID,Eastern Iowa ,41,12
2/17/2016,CID,Eastern Iowa ,50,14
2/19/2016,CID,Eastern Iowa ,30,6
2/21/2016,CID,Eastern Iowa ,42,19
2/23/2016,CID,Eastern Iowa ,28,8
2/25/2016,CID,Eastern Iowa ,40,19
2/27/2016,CID,Eastern Iowa ,33,17
2/29/2016,CID,Eastern Iowa ,43,11
1/1/2016,GSP,Greenville-Spartanburg,42,17
1/3/2016,GSP,Greenville-Spartanburg,43,18
1/5/2016,GSP,Greenville-Spartanburg,34,15
1/7/2016,GSP,Greenville-Spartanburg,36,13
1/9/2016,GSP,Greenville-Spartanburg,32,6
1/11/2016,GSP,Greenville-Spartanburg,42,18
1/13/2016,GSP,Greenville-Spartanburg,43,11
1/15/2016,GSP,Greenville-Spartanburg,41,13
1/17/2016,GSP,Greenville-Spartanburg,41,8
1/19/2016,GSP,Greenville-Spartanburg,28,15
1/21/2016,GSP,Greenville-Spartanburg,31,15
1/23/2016,GSP,Greenville-Spartanburg,30,19
1/25/2016,GSP,Greenville-Spartanburg,40,5
1/27/2016,GSP,Greenville-Spartanburg,33,18
1/29/2016,GSP,Greenville-Spartanburg,40,17
2/1/2016,GSP,Greenville-Spartanburg,42,14
2/3/2016,GSP,Greenville-Spartanburg,45,11
2/5/2016,GSP,Greenville-Spartanburg,37,12
2/7/2016,GSP,Greenville-Spartanburg,39,2
2/9/2016,GSP,Greenville-Spartanburg,45,10
2/11/2016,GSP,Greenville-Spartanburg,32,6
2/13/2016,GSP,Greenville-Spartanburg,45,14
2/15/2016,GSP,Greenville-Spartanburg,28,10
2/17/2016,GSP,Greenville-Spartanburg,30,17
2/19/2016,GSP,Greenville-Spartanburg,34,1
2/21/2016,GSP,Greenville-Spartanburg,25,13
2/23/2016,GSP,Greenville-Spartanburg,42,13
2/25/2016,GSP,Greenville-Spartanburg,49,16
2/27/2016,GSP,Greenville-Spartanburg,36,6
2/29/2016,GSP,Greenville-Spartanburg,36,17
1/1/2016,GSO,Piedmont Triad International,45,11
1/3/2016,GSO,Piedmont Triad International,34,18
1/5/2016,GSO,Piedmont Triad International,33,4
1/7/2016,GSO,Piedmont Triad International,37,10
1/9/2016,GSO,Piedmont Triad International,37,7
1/11/2016,GSO,Piedmont Triad International,28,17
1/13/2016,GSO,Piedmont Triad International,33,2
1/15/2016,GSO,Piedmont Triad International,45,14
1/17/2016,GSO,Piedmont Triad International,44,5
1/19/2016,GSO,Piedmont Triad International,48,15
1/21/2016,GSO,Piedmont Triad International,37,4
1/23/2016,GSO,Piedmont Triad International,31,10
1/25/2016,GSO,Piedmont Triad International,43,11
1/27/2016,GSO,Piedmont Triad International,38,11
1/29/2016,GSO,Piedmont Triad International,28,12
2/1/2016,GSO,Piedmont Triad International,49,17
2/3/2016,GSO,Piedmont Triad International,35,12
2/5/2016,GSO,Piedmont Triad International,37,14
2/7/2016,GSO,Piedmont Triad International,43,10
2/9/2016,GSO,Piedmont Triad International,47,11
2/11/2016,GSO,Piedmont Triad International,35,16
2/13/2016,GSO,Piedmont Triad International,34,15
2/15/2016,GSO,Piedmont Triad International,32,7
2/17/2016,GSO,Piedmont Triad International,47,13
2/19/2016,GSO,Piedmont Triad International,30,14
2/21/2016,GSO,Piedmont Triad International,39,13
2/23/2016,GSO,Piedmont Triad International,40,7
2/25/2016,GSO,Piedmont Triad International,46,19
2/27/2016,GSO,Piedmont Triad International,26,12
2/29/2016,GSO,Piedmont Triad International,30,12
1/1/2016,ISP,Long Island - MacArthur,37,2
1/3/2016,ISP,Long Island - MacArthur,30,13
1/5/2016,ISP,Long Island - MacArthur,29,7
1/7/2016,ISP,Long Island - MacArthur,43,10
1/9/2016,ISP,Long Island - MacArthur,35,10
